Название;Цена;Город;Дата размещения;Ссылка на фото;Ссылка на страницу
Чехол iPhone X;499 ;Москва;1 июля 13:22;https://36.img.avito.st/208x156/6156075736.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_1813497268?slocation=621540
iPhone X основная камера;2 500 ;Красноярский край, Красноярск;29 июня 12:26;https://40.img.avito.st/208x156/8845850640.jpg;https://www.avito.ru/rossiya/krasnoyarsk/telefony/iphone_x_osnovnaya_kamera_1931605253?slocation=621540
iPhone X/XS Leather case чехол книжка;1 250 ;Санкт-Петербург;4 июля 13:41;https://29.img.avito.st/208x156/7847437829.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_xxs_leather_case_chehol_knizhka_1830650802
Телефон iPhone X 64gb рассрочка;35 990 ;Амурская область, Благовещенск;25 июня 18:57;https://48.img.avito.st/208x156/8613813348.jpg;https://www.avito.ru/rossiya/amurskaya_oblast_blagoveschensk/telefony/telefon_iphone_x_64gb_rassrochka_1933138925?slocation=621540
Телефон iPhone X 256г;38 000 ;Челябинская область, Челябинск;24 июня 21:53;https://29.img.avito.st/208x156/8823219029.jpg;https://www.avito.ru/rossiya/chelyabinsk/telefony/telefon_iphone_x_256g_1954639403
iPhone 10 / чехол;180 ;Свердловская область, Екатеринбург;30 июня 13:36;https://90.img.avito.st/208x156/8218843090.jpg;https://www.avito.ru/rossiya/ekaterinburg/telefony/iphone_10_chehol_1905898412?slocation=621540
Pitaka iPhone X/Xs;3 000 ;Самарская область, Самара;30 июня 16:17;https://98.img.avito.st/208x156/8293428198.jpg;https://www.avito.ru/rossiya/samara/telefony/pitaka_iphone_xxs_1914203364?slocation=621540
iPhone 10x;30 000 ;Амурская область, Октябрьский р-н, с. Екатеринославка;26 июня 15:49;https://68.img.avito.st/208x156/8831960468.jpg;https://www.avito.ru/rossiya/ekaterinoslavka/telefony/iphone_10x_1952008726?slocation=621540
iPhone X;30 000 ;Москва;24 июня 00:03;https://70.img.avito.st/208x156/6378325270.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1849184909?slocation=621540
iPhone X - iPhone Xs;100 ;Ростовская область, Волгодонск;29 июня 15:44;https://48.img.avito.st/208x156/8147315048.jpg;https://www.avito.ru/rossiya/volgodonsk/telefony/iphone_x_-_iphone_xs_1857783886?slocation=621540
Оригинальный дисплей iPhone X с полосой слева;3 500 ;Москва;3 июля 18:13;https://33.img.avito.st/208x156/8870454533.jpg;https://www.avito.ru/rossiya/moskva/telefony/originalnyy_displey_iphone_x_s_polosoy_sleva_1926834319?slocation=621540
iPhone X;34 500 ;Краснодарский край, Краснодар;26 июня 10:18;https://63.img.avito.st/208x156/8830135163.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1970062990?slocation=621540
iPhone X;30 990 ;Ростовская область, Ростов-на-Дону;23 июня 21:48;https://51.img.avito.st/208x156/5759986751.jpg;https://www.avito.ru/rossiya/rostov-na-donu/telefony/iphone_x_1789272076?slocation=621540
Чехол на iPhone X;100 ;Ярославская область, Ярославль;5 июля 00:35;https://57.img.avito.st/208x156/6330131157.jpg;https://www.avito.ru/rossiya/yaroslavl/telefony/chehol_na_iphone_x_1828659067
Чехол для iPhone X Под оригинал;990 ;Самарская область, Самара;5 июля 16:20;https://15.img.avito.st/208x156/4127977915.jpg;https://www.avito.ru/rossiya/samara/telefony/chehol_dlya_iphone_x_pod_original_1214898337?slocation=621540
iPhone 10 256 Gb;46 000 ;Ставропольский край, Ставрополь;28 июня 15:59;https://15.img.avito.st/208x156/8841751415.jpg;https://www.avito.ru/rossiya/stavropol/telefony/iphone_10_256_gb_1970953841?slocation=621540
iPhone X 256GB Silver;37 990 ;Крым, Севастополь;23 июня 18:54;https://48.img.avito.st/208x156/8742161648.jpg;https://www.avito.ru/rossiya/sevastopol/telefony/iphone_x_256gb_silver_1928746335?slocation=621540
Телефон iPhone 10;36 500 ;Москва;28 июня 16:35;https://10.img.avito.st/208x156/8678436310.jpg;https://www.avito.ru/rossiya/moskva/telefony/telefon_iphone_10_1925835976?slocation=621540
Телефон iPhone x;37 000 ;Московская область, Сергиево-Посадский г.о., Сергиев Посад;27 июня 11:52;https://58.img.avito.st/208x156/8835679758.jpg;https://www.avito.ru/rossiya/sergiev_posad/telefony/telefon_iphone_x_1925272531?slocation=621540
Чехол на айфон 10;490 ;Московская область, Раменский г.о., Раменское;4 июля 22:50;https://29.img.avito.st/208x156/8876044629.jpg;https://www.avito.ru/rossiya/ramenskoe/telefony/chehol_na_ayfon_10_1925899695?slocation=621540
iPhone X 64gb refresh A1737;25 000 ;Республика Дагестан, Махачкала;30 июня 14:18;https://60.img.avito.st/208x156/8852296160.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/iphone_x_64gb_refresh_a1737_1979512896
iPhone X;24 990 ;Краснодарский край, Краснодар;25 июня 17:57;https://58.img.avito.st/208x156/8821260758.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941518706?slocation=621540
iPhone X;25 500 ;Краснодарский край, Краснодар;25 июня 15:22;https://21.img.avito.st/208x156/8826051521.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941096811?slocation=621540
iPhone X-256 Gb;35 490 ;Ростовская область, Ростов-на-Дону;23 июня 21:49;https://81.img.avito.st/208x156/6116091381.jpg;https://www.avito.ru/rossiya/rostov-na-donu/telefony/iphone_x-256_gb_1821460570?slocation=621540
iPhone 7,7+,8,8+,X Рассрочка/Кредит;4 500 ;Краснодарский край, Краснодар;26 июня 12:57;https://75.img.avito.st/208x156/5000078475.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_7788x_rassrochkakredit_1510486555?slocation=621540
Чехлы для iPhone X/XS (новые);199 ;Санкт-Петербург;3 июля 09:07;https://46.img.avito.st/208x156/8665779246.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehly_dlya_iphone_xxs_novye_1944457272
iPhone X;34 500 ;Москва;24 июня 10:46;https://38.img.avito.st/208x156/8195975038.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1875097235
Чехол iPhone X/Xs;200 ;Санкт-Петербург;1 июля 21:02;https://52.img.avito.st/208x156/6352328652.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_iphone_xxs_1846398589?slocation=621540
Дисплей iPhone X Xs Xs Max;4 900 ;Москва;25 июня 00:07;https://43.img.avito.st/208x156/8022283643.jpg;https://www.avito.ru/rossiya/moskva/telefony/displey_iphone_x_xs_xs_max_1823979773
iPhone X;32 790 ;Москва;26 июня 23:14;https://47.img.avito.st/208x156/8834017847.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1918177516
iPhone X;25 500 ;Краснодарский край, Краснодар;26 июня 10:44;https://79.img.avito.st/208x156/8830299279.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941014504?slocation=621540
iPhone X;25 500 ;Краснодарский край, Краснодар;26 июня 10:37;https://99.img.avito.st/208x156/8830261599.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941680424?slocation=621540
iPhone X;25 500 ;Краснодарский край, Краснодар;26 июня 10:36;https://81.img.avito.st/208x156/8830253881.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941440703?slocation=621540
Дисплей на iPhone X(с проверкой);6 000 ;Москва;29 июня 21:46;https://16.img.avito.st/208x156/8435769916.jpg;https://www.avito.ru/rossiya/moskva/telefony/displey_na_iphone_xs_proverkoy_1909643692?slocation=621540
Наушники earpods от iPhone x;1 500 ;Москва;4 июля 09:55;https://30.img.avito.st/208x156/7855924230.jpg;https://www.avito.ru/rossiya/moskva/audio_i_video/naushniki_earpods_ot_iphone_x_1848650146?slocation=621540
Дисплей iPhone X;13 500 ;Крым, Симферополь;28 июня 05:23;https://06.img.avito.st/208x156/8047613806.jpg;https://www.avito.ru/rossiya/simferopol/telefony/displey_iphone_x_1885871693?slocation=621540
Apple iPhone X 256gb белый. Мобилакс;38 000 ;Орловская область, Орёл;27 июня 16:43;https://32.img.avito.st/208x156/8837229332.jpg;https://www.avito.ru/rossiya/orel/telefony/apple_iphone_x_256gb_belyy._mobilaks_1946671001?slocation=621540
iPhone 5,5s,6,6S,7 Магазин Applenk Гарантия 1 год;3 500 ;Кемеровская область, Новокузнецкий г.о., Новокузнецк;5 июля 10:39;https://74.img.avito.st/208x156/7857217874.jpg;https://www.avito.ru/rossiya/novokuznetsk/telefony/iphone_55s66s7_magazin_applenk_garantiya_1_god_1181433584
Запчасти+Ремонт iPhone 4s/5/5s/5c/6/6s/7 в наличии;1 400 ;Псковская область, Псков;5 июля 14:36;https://10.img.avito.st/208x156/4058354710.jpg;https://www.avito.ru/rossiya/pskov/telefony/zapchastiremont_iphone_4s55s5c66s7_v_nalichii_1056822579?slocation=621540
Чехлы для iPhone (Айфон) /Silicone Case для iPhone;249 ;Москва;1 июля 23:10;https://74.img.avito.st/208x156/7915817274.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehly_dlya_iphone_ayfon_silicone_case_dlya_iphone_1670877678?slocation=621540
Чехол iPhone X/Xs;200 ;Санкт-Петербург;1 июля 21:02;https://52.img.avito.st/208x156/6352328652.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_iphone_xxs_1846398589?slocation=621540
Дисплей iPhone X Xs Xs Max;4 900 ;Москва;25 июня 00:07;https://43.img.avito.st/208x156/8022283643.jpg;https://www.avito.ru/rossiya/moskva/telefony/displey_iphone_x_xs_xs_max_1823979773
iPhone X;32 790 ;Москва;26 июня 23:14;https://47.img.avito.st/208x156/8834017847.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1918177516
iPhone X;25 500 ;Краснодарский край, Краснодар;26 июня 10:44;https://79.img.avito.st/208x156/8830299279.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941014504?slocation=621540
iPhone X;25 500 ;Краснодарский край, Краснодар;26 июня 10:37;https://99.img.avito.st/208x156/8830261599.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941680424?slocation=621540
iPhone X;25 500 ;Краснодарский край, Краснодар;26 июня 10:36;https://81.img.avito.st/208x156/8830253881.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941440703?slocation=621540
Дисплей на iPhone X(с проверкой);6 000 ;Москва;29 июня 21:46;https://16.img.avito.st/208x156/8435769916.jpg;https://www.avito.ru/rossiya/moskva/telefony/displey_na_iphone_xs_proverkoy_1909643692?slocation=621540
Наушники earpods от iPhone x;1 500 ;Москва;4 июля 09:55;https://30.img.avito.st/208x156/7855924230.jpg;https://www.avito.ru/rossiya/moskva/audio_i_video/naushniki_earpods_ot_iphone_x_1848650146?slocation=621540
Дисплей iPhone X;13 500 ;Крым, Симферополь;28 июня 05:23;https://06.img.avito.st/208x156/8047613806.jpg;https://www.avito.ru/rossiya/simferopol/telefony/displey_iphone_x_1885871693?slocation=621540
Apple iPhone X 256gb белый. Мобилакс;38 000 ;Орловская область, Орёл;27 июня 16:43;https://32.img.avito.st/208x156/8837229332.jpg;https://www.avito.ru/rossiya/orel/telefony/apple_iphone_x_256gb_belyy._mobilaks_1946671001?slocation=621540
Дисплей iPhone X 100оригинал с донора;13 000 ;Тюменская область, Тюмень;26 июня 19:57;https://16.img.avito.st/208x156/8272728816.jpg;https://www.avito.ru/rossiya/tyumen/telefony/displey_iphone_x_100original_s_donora_1917323980?slocation=621540
Телефон айфон 10;37 000 ;Краснодарский край, Сочи;28 июня 15:46;https://81.img.avito.st/208x156/8841672681.jpg;https://www.avito.ru/rossiya/sochi/telefony/telefon_ayfon_10_1976128513?slocation=621540
Чехол на iPhone X;500 ;Москва;4 июля 20:55;https://65.img.avito.st/208x156/7975500865.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_na_iphone_x_1857656987?slocation=621540
iPhone X 64 GB Silver;30 800 ;Москва;26 июня 11:56;https://92.img.avito.st/208x156/8324072792.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64_gb_silver_1916644025?slocation=621540
iPhone x 64 Гб серебряный б/у;34 990 ;Москва;30 июня 09:51;https://88.img.avito.st/208x156/8850667988.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64_gb_serebryanyy_bu_1960938676
iPhone X 64Gb;49 000 ;Краснодарский край, Сочи;25 июня 22:39;https://14.img.avito.st/208x156/8828534014.jpg;https://www.avito.ru/rossiya/sochi/telefony/iphone_x_64gb_1976908745?slocation=621540
iPhone X 64GB - Серый космос;32 500 ;Ярославская область, Ярославль;26 июня 17:28;https://28.img.avito.st/208x156/8832660928.jpg;https://www.avito.ru/rossiya/yaroslavl/telefony/iphone_x_64gb_-_seryy_kosmos_1923952929
iPhone x 256;33 490 ;Санкт-Петербург;25 июня 13:14;https://41.img.avito.st/208x156/8503481141.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_256_1918992525?slocation=621540
iPhone X 64gb Ростест;34 900 ;Московская область, Орехово-Зуевский г.о., Орехово-Зуево;26 июня 15:06;https://83.img.avito.st/208x156/8831848083.jpg;https://www.avito.ru/rossiya/orehovo-zuevo/telefony/iphone_x_64gb_rostest_1941787511?slocation=621540
iPhone X;33 900 ;Санкт-Петербург;26 июня 13:59;https://29.img.avito.st/208x156/6389887029.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_1835190439?slocation=621540
iPhone X (64 гб) на гарантии;40 000 ;Санкт-Петербург;28 июня 15:00;https://17.img.avito.st/208x156/8678018217.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_64_gb_na_garantii_1920915002
Замена заднего стекла iPhone X лазером 8, Xs, 11;3 500 ;Москва;2 июля 22:32;https://57.img.avito.st/208x156/8108734857.jpg;https://www.avito.ru/rossiya/moskva/telefony/zamena_zadnego_stekla_iphone_x_lazerom_8_xs_11_1856820747
iPhone 11/XS MAX/XS/XR/X/8 plus/8/7 plus/7/6s plus;9 990 ;Ростовская область, Ростов-на-Дону;27 июня 10:32;https://52.img.avito.st/208x156/8835165752.jpg;https://www.avito.ru/rossiya/rostov-na-donu/telefony/iphone_11xs_maxxsxrx8_plus87_plus76s_plus_1979275227
iPhone X б/у;34 900 ;Санкт-Петербург;26 июня 11:27;https://09.img.avito.st/208x156/8204766409.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_bu_1887498675?slocation=621540
Чехлы iPhone X / XS;300 ;Москва;2 июля 13:29;https://33.img.avito.st/208x156/8700382633.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehly_iphone_x_xs_1920930113?slocation=621540
Чехлы для iPhone X / XS новые;1 000 ;Москва;5 июля 06:40;https://86.img.avito.st/208x156/7955699286.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehly_dlya_iphone_x_xs_novye_1867130154?slocation=621540
Чехол на iPhone X / XS;300 ;Москва;4 июля 22:05;https://54.img.avito.st/208x156/5566033154.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_na_iphone_x_xs_1263826227?slocation=621540
Samsung a60 обмен на айфон X только;18 000 ;Самарская область, Самара;4 июля 11:03;https://13.img.avito.st/208x156/8872899713.jpg;https://www.avito.ru/rossiya/samara/telefony/samsung_a60_obmen_na_ayfon_x_tolko_1961542250?slocation=621540
Оригинальный дисплей на iPhone X;8 500 ;Москва;2 июля 17:52;https://56.img.avito.st/208x156/8864967156.jpg;https://www.avito.ru/rossiya/moskva/telefony/originalnyy_displey_na_iphone_x_1932129629?slocation=621540
Ремонт iPhone, iPad, Mac, Apple Watch;500 ;Севастополь;5 июля 12:08;https://52.img.avito.st/208x156/8851115452.jpg;https://www.avito.ru/rossiya/sevastopol/predlozheniya_uslug/remont_iphone_ipad_mac_apple_watch_1960480849
iPhone X / Xs;300 ;Камчатский край, Петропавловск-Камчатский;30 июня 03:33;https://53.img.avito.st/208x156/8529408753.jpg;https://www.avito.ru/rossiya/petropavlovsk-kamchatskiy/telefony/iphone_x_xs_1894327668?slocation=621540
Чехол для iPhone X;300 ;Воронежская область, Воронеж;5 июля 10:03;https://28.img.avito.st/208x156/8717163728.jpg;https://www.avito.ru/rossiya/voronezh/telefony/chehol_dlya_iphone_x_1928882981?slocation=621540
iPhone X (64Gb);30 900 ;Москва;25 июня 08:41;https://21.img.avito.st/208x156/8078447821.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64gb_1875403967?slocation=621540
iPhone X;25 990 ;Краснодарский край, Краснодар;25 июня 12:05;https://67.img.avito.st/208x156/8825310667.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1948201562?slocation=621540
Телефон iPhone X;50 000 ;Москва;29 июня 09:32;https://65.img.avito.st/208x156/8844849265.jpg;https://www.avito.ru/rossiya/moskva/telefony/telefon_iphone_x_1953507723?slocation=621540
iPhone X;24 990 ;Краснодарский край, Краснодар;24 июня 16:33;https://96.img.avito.st/208x156/8821402696.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941235813?slocation=621540
Новый iPhone X Space Gray 256gb Витриный образец;38 990 ;Челябинская область, Магнитогорск;1 июля 01:24;https://65.img.avito.st/208x156/8673635865.jpg;https://www.avito.ru/rossiya/magnitogorsk/telefony/novyy_iphone_x_space_gray_256gb_vitrinyy_obrazets_1949059983?slocation=621540
iPhone X;25 000 ;Краснодарский край, Краснодар;23 июня 15:24;https://15.img.avito.st/208x156/8807835015.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941042318?slocation=621540
iPhone X 256gb в коробке с чеком;41 000 ;Краснодарский край, Сочи;24 июня 12:27;https://89.img.avito.st/208x156/8819955389.jpg;https://www.avito.ru/rossiya/sochi/telefony/iphone_x_256gb_v_korobke_s_chekom_1943966464?slocation=621540
Чехол UAG iPhone X/XS;1 500 ;Курская область, Железногорск;4 июля 21:54;https://75.img.avito.st/208x156/8045632375.jpg;https://www.avito.ru/rossiya/kurskaya_oblast_zheleznogorsk/telefony/chehol_uag_iphone_xxs_1879828741
iPhone X 256GB;40 000 ;Московская область, Ивантеевка;27 июня 11:34;https://95.img.avito.st/208x156/8498029295.jpg;https://www.avito.ru/rossiya/moskovskaya_oblast_ivanteevka/telefony/iphone_x_256gb_1902524056?slocation=621540
iPhone X;25 990 ;Краснодарский край, Краснодар;25 июня 10:20;https://69.img.avito.st/208x156/8824704369.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1970842161?slocation=621540
iPhone X 256 GB Space Gray;34 990 ;Санкт-Петербург;27 июня 12:01;https://86.img.avito.st/208x156/8835742086.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_256_gb_space_gray_1946292147
Чехол iPhone x / xs;300 ;Санкт-Петербург;27 июня 01:21;https://32.img.avito.st/208x156/8318449432.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_iphone_x_xs_1890633248
iPhone X (10) 256 Gb Silver;46 000 ;Москва;28 июня 16:53;https://10.img.avito.st/208x156/8842069010.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_10_256_gb_silver_1936004285?slocation=621540
iPhone X;25 990 ;Краснодарский край, Краснодар;24 июня 16:42;https://18.img.avito.st/208x156/8821621218.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1970272313?slocation=621540
iPhone X 64;37 000 ;Ярославская область, Ярославль;26 июня 14:53;https://97.img.avito.st/208x156/8660099297.jpg;https://www.avito.ru/rossiya/yaroslavl/telefony/iphone_x_64_1945259257?slocation=621540
iPhone X Б/У;32 000 ;Санкт-Петербург;25 июня 00:31;https://94.img.avito.st/208x156/8054198394.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_bu_1875354358
iPhone X;40 000 ;Белгородская область, Белгород;24 июня 22:44;https://96.img.avito.st/208x156/8657573796.jpg;https://www.avito.ru/rossiya/belgorod/telefony/iphone_x_1947702303?slocation=621540
iPhone X;25 990 ;Краснодарский край, Краснодар;23 июня 13:10;https://39.img.avito.st/208x156/8814919039.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1947953306?slocation=621540
Замена стекла Samsung, Apple, Xiaomi Huawei Ремонт;1 500 ;Москва;5 июля 09:58;https://54.img.avito.st/208x156/8334397254.jpg;https://www.avito.ru/rossiya/moskva/predlozheniya_uslug/zamena_stekla_samsung_apple_xiaomi_huawei_remont_1915393155
Ремонт телефонов iPhone/iPad/samsung/Xiaomi/Huawei;100 ;Ивановская область, Иваново;5 июля 14:02;https://99.img.avito.st/208x156/6124574599.jpg;https://www.avito.ru/rossiya/ivanovo/predlozheniya_uslug/remont_telefonov_iphoneipadsamsungxiaomihuawei_1810580190
Замена стекла/переклейка на iPhone/Watch/SAMSUNG;1 200 ;Воронежская область, Воронеж;28 июня 23:55;https://35.img.avito.st/208x156/8270319035.jpg;https://www.avito.ru/rossiya/voronezh/predlozheniya_uslug/zamena_steklaperekleyka_na_iphonewatchsamsung_1905779201
iPhone X NFC PAY original;1 000 ;Курская область, Курск;27 июня 21:32;https://59.img.avito.st/208x156/8838447559.jpg;https://www.avito.ru/rossiya/kursk/telefony/iphone_x_nfc_pay_original_1975842367?slocation=621540
Дисплей iPhone X (10) Черный Оригинал;13 220 ;Москва;3 июля 16:23;https://30.img.avito.st/208x156/4345658330.jpg;https://www.avito.ru/rossiya/moskva/telefony/displey_iphone_x_10_chernyy_original_1536944428
iPhone X / XS / XS MAX;34 000 ;Москва;24 июня 19:58;https://79.img.avito.st/208x156/5869867879.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_xs_xs_max_1771406050?slocation=621540
Айфон 10 256Гигов Черный;37 500 ;Калининградская область, Калининград;28 июня 14:01;https://61.img.avito.st/208x156/8841065161.jpg;https://www.avito.ru/rossiya/kaliningrad/telefony/ayfon_10_256gigov_chernyy_1971198606?slocation=621540
iPhone X;25 990 ;Краснодарский край, Краснодар;23 июня 15:45;https://36.img.avito.st/208x156/8815903236.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1947999347?slocation=621540
iPhone X 10;50 490 ;Новосибирская область, Новосибирск;28 июня 10:49;https://27.img.avito.st/208x156/8518671927.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/iphone_x_10_1908120214?slocation=621540
Защитное стекло iPhone 10;200 ;Красноярский край, Канск;4 июля 18:09;https://46.img.avito.st/208x156/6357266446.jpg;https://www.avito.ru/rossiya/kansk/telefony/zaschitnoe_steklo_iphone_10_1833327427
iPhone x 64;32 990 ;Санкт-Петербург;26 июня 10:19;https://81.img.avito.st/208x156/8327946381.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_64_1908778341
Чехол для iPhone X, XS;250 ;Москва;4 июля 18:47;https://14.img.avito.st/208x156/8206279814.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_dlya_iphone_x_xs_1860694677
iPhone 7.8.X;11 490 ;Краснодарский край, Краснодар;28 июня 14:50;https://01.img.avito.st/208x156/8841349901.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_7.8.x_1941218640?slocation=621540
Корпус iPhone X LL/A в отличном состоянии;4 500 ;Новосибирская область, Новосибирск;28 июня 15:39;https://21.img.avito.st/208x156/8841610821.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/korpus_iphone_x_lla_v_otlichnom_sostoyanii_1931832909?slocation=621540
Чехлы и стекла на iPhone X XS;1 500 ;Москва;5 июля 17:44;https://15.img.avito.st/208x156/6415289515.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehly_i_stekla_na_iphone_x_xs_1835329017
iPhone X замена экрана в сборе качество;5 490 ;Краснодарский край, Краснодар;3 июля 11:55;https://23.img.avito.st/208x156/8868412023.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_zamena_ekrana_v_sbore_kachestvo_1972046613?slocation=621540
Чехлы iPhone 10;300 ;Тюменская область, Тюмень;30 июня 21:14;https://84.img.avito.st/208x156/8531450184.jpg;https://www.avito.ru/rossiya/tyumen/telefony/chehly_iphone_10_1916043005?slocation=621540
Чехол iPhone X;350 ;Курская область, Курск;28 июня 15:20;https://31.img.avito.st/208x156/4922848231.jpg;https://www.avito.ru/rossiya/kursk/telefony/chehol_iphone_x_1500284877
Новый чехол на iPhone X;100 ;Санкт-Петербург;4 июля 16:30;https://97.img.avito.st/208x156/8713947897.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/novyy_chehol_na_iphone_x_1931801845?slocation=621540
Продам айфон x, в хорошем состоянии;38 500 ;Красноярский край, Красноярск;24 июня 09:01;https://79.img.avito.st/208x156/8818907779.jpg;https://www.avito.ru/rossiya/krasnoyarsk/telefony/prodam_ayfon_x_v_horoshem_sostoyanii_1949082039?slocation=621540
iPhone X;25 990 ;Краснодарский край, Краснодар;26 июня 10:23;https://43.img.avito.st/208x156/8830154243.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1948594566?slocation=621540
Оригинальный дисплей iPhone X;950 ;Свердловская область, Екатеринбург;1 июля 21:55;https://37.img.avito.st/208x156/8859528737.jpg;https://www.avito.ru/rossiya/ekaterinburg/telefony/originalnyy_displey_iphone_x_1977528652?slocation=621540
Чехол iPhone X;500 ;Москва;27 июня 16:39;https://25.img.avito.st/208x156/8836909925.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_1975058857?slocation=621540
Ремонт Айфонов;590 ;Санкт-Петербург;5 июля 11:34;https://91.img.avito.st/208x156/8459036191.jpg;https://www.avito.ru/rossiya/sankt-peterburg/predlozheniya_uslug/remont_ayfonov_1888336348
iPhone X 256 GB;42 000 ;Москва;26 июня 14:58;https://01.img.avito.st/208x156/8666484401.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_256_gb_1944191828?slocation=621540
Apple Айфон X Черный 256Gb. В пленках. На гарантии;39 990 ;Вологодская область, Вологда;28 июня 21:27;https://27.img.avito.st/208x156/8266051427.jpg;https://www.avito.ru/rossiya/vologda/telefony/apple_ayfon_x_chernyy_256gb._v_plenkah._na_garantii_1905432699?slocation=621540
iPhone X;25 500 ;Краснодарский край, Краснодар;25 июня 15:25;https://72.img.avito.st/208x156/8826031772.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941304756?slocation=621540
iPhone X 64Gb;33 990 ;Калининградская область, Калининград;27 июня 15:01;https://92.img.avito.st/208x156/8836680492.jpg;https://www.avito.ru/rossiya/kaliningrad/telefony/iphone_x_64gb_1979277017?slocation=621540
Дисплей с тачскрином iPhone X;4 000 ;Московская область, Ленинский г.о., рабочий пос. Горки Ленинские, СНТ Вятичи;30 июня 23:17;https://28.img.avito.st/208x156/8855097028.jpg;https://www.avito.ru/rossiya/vidnoe/telefony/displey_s_tachskrinom_iphone_x_1970254049?slocation=621540
Apple iPhone X Silicone Case;3 100 ;Пензенская область, Пенза;1 июля 16:19;https://97.img.avito.st/208x156/4680162297.jpg;https://www.avito.ru/rossiya/penza/telefony/apple_iphone_x_silicone_case_1397777997
iPhone X;24 990 ;Краснодарский край, Краснодар;25 июня 10:12;https://71.img.avito.st/208x156/8821283471.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1941326337?slocation=621540
Замена задних крышек на iPhone X,XR,XS,XS Max и др;2 500 ;Кемеровская область, Новокузнецкий г.о., Новокузнецк;25 июня 05:49;https://76.img.avito.st/208x156/8309596876.jpg;https://www.avito.ru/rossiya/novokuznetsk/predlozheniya_uslug/zamena_zadnih_kryshek_na_iphone_xxrxsxs_max_i_dr_860580007
